Ê±¼ä,Ö¸Áî,·´À¡¦
0.003093,40.0,39.46425278
0.003094,40.0,39.45083651
0.003095,40.0,39.43742459
0.003096,40.0,39.424017
0.003097,40.0,39.41061375
0.003098,40.0,39.39721484
0.003099,40.0,39.38382026
0.0031,40.0,39.37043002
0.003101,40.0,39.35704411
0.003102,40.0,39.34366254
0.003103,40.0,39.33028529
0.003104,40.0,39.31691238
0.003105,40.0,39.30354379
0.003106,40.0,39.29017952
0.003107,40.0,39.27681958
0.003108,40.0,39.26346397
0.003109,40.0,39.25011268
0.00311,40.0,39.2367657
0.003111,40.0,39.22342305
0.003112,40.0,39.21008471
0.003113,40.0,39.19675069
0.003114,40.0,39.18342099
0.003115,40.0,39.19307068
0.003116,40.0,39.2027186
0.003117,40.0,39.21236475
0.003118,40.0,39.24292989
0.003119,40.0,39.27348468
0.00312,40.0,39.30402912
0.003121,40.0,39.33456322
0.003122,40.0,39.34210638
0.003123,40.0,39.34964529
0.003124,40.0,39.3592462
0.003125,40.0,39.36884536
0.003126,40.0,39.39935704
0.003127,40.0,39.42985838
0.003128,40.0,39.46034939
0.003129,40.0,39.49083006
0.00313,40.0,39.52130042
0.003131,40.0,39.55176044
0.003132,40.0,39.58221015
0.003133,40.0,39.61264954
0.003134,40.0,39.64307861
0.003135,40.0,39.67349738
0.003136,40.0,39.70390583
0.003137,40.0,39.73430398
0.003138,40.0,39.72079414
0.003139,40.0,39.70728867
0.00314,40.0,39.73768521
0.003141,40.0,39.76807145
0.003142,40.0,39.79844739
0.003143,40.0,39.82881304
0.003144,40.0,39.8591684
0.003145,40.0,39.88951347
0.003146,40.0,39.91984825
0.003147,40.0,39.92927563
0.003148,40.0,39.93870132
0.003149,40.0,39.94601891
0.00315,40.0,39.95333229
0.003151,40.0,39.98364497
0.003152,40.0,40.01394738
0.003153,40.0,40.04423952
0.003154,40.0,40.03062411
0.003155,40.0,40.0170131
0.003156,40.0,40.0034065
0.003157,40.0,39.9898043
0.003158,40.0,39.9762065
0.003159,40.0,39.9626131
0.00316,40.0,39.9490241
0.003161,40.0,39.9354395
0.003162,40.0,39.92185929
0.003163,40.0,39.90828347
0.003164,40.0,39.89471205
0.003165,40.0,39.88114502
0.003166,40.0,39.86758238
0.003167,40.0,39.85402412
0.003168,40.0,39.84047025
0.003169,40.0,39.82692077
0.00317,40.0,39.81337567
0.003171,40.0,39.79983496
0.003172,40.0,39.78629862
0.003173,40.0,39.77276666
0.003174,40.0,39.75923909
0.003175,40.0,39.74571588
0.003176,40.0,39.73219706
0.003177,40.0,39.71868261
0.003178,40.0,39.70517253
0.003179,40.0,39.69166682
0.00318,40.0,39.67816548
0.003181,40.0,39.6646685
0.003182,40.0,39.6511759
0.003183,40.0,39.63768766
0.003184,40.0,39.62420378
0.003185,40.0,39.61072427
0.003186,40.0,39.59724912
0.003187,40.0,39.58377832
0.003188,40.0,39.57031189
0.003189,40.0,39.55684981
0.00319,40.0,39.54339209
0.003191,40.0,39.52993872
0.003192,40.0,39.5164897
0.003193,40.0,39.50304503
0.003194,40.0,39.48960472
0.003195,40.0,39.47616875
0.003196,40.0,39.46273713
0.003197,40.0,39.44930985
0.003198,40.0,39.43588692
0.003199,40.0,39.42246833
0.0032,40.0,39.40905408
0.003201,40.0,39.39564417
0.003202,40.0,39.38223859
0.003203,40.0,39.36883736
0.003204,40.0,39.35544046
0.003205,40.0,39.3420479
0.003206,40.0,39.32865966
0.003207,40.0,39.31527576
0.003208,40.0,39.30189619
0.003209,40.0,39.28852095
0.00321,40.0,39.27515003
0.003211,40.0,39.26178344
0.003212,40.0,39.24842117
0.003213,40.0,39.23506323
0.003214,40.0,39.2217096
0.003215,40.0,39.2083603
0.003216,40.0,39.23891093
0.003217,40.0,39.2694512
0.003218,40.0,39.29998111
0.003219,40.0,39.33050068
0.00322,40.0,39.3610099
0.003221,40.0,39.39150878
0.003222,40.0,39.42199732
0.003223,40.0,39.45247552
0.003224,40.0,39.48294339
0.003225,40.0,39.51340093
0.003226,40.0,39.54384814
0.003227,40.0,39.53038973
0.003228,40.0,39.51693566
0.003229,40.0,39.5473812
0.00323,40.0,39.57781641
0.003231,40.0,39.60824131
0.003232,40.0,39.63865588
0.003233,40.0,39.66906015
0.003234,40.0,39.6994541
0.003235,40.0,39.72983774
0.003236,40.0,39.76021109
0.003237,40.0,39.79057413
0.003238,40.0,39.82092687
0.003239,40.0,39.85126932
0.00324,40.0,39.83770655
0.003241,40.0,39.82414816
0.003242,40.0,39.85448903
0.003243,40.0,39.88481962
0.003244,40.0,39.91513991
0.003245,40.0,39.94544993
0.003246,40.0,39.97574966
0.003247,40.0,39.9852256
0.003248,40.0,39.95080521
0.003249,40.0,39.96029252
0.00325,40.0,39.99058915
0.003251,40.0,40.0208755
0.003252,40.0,40.03034233
0.003253,40.0,40.03980753
0.003254,40.0,40.02618411
0.003255,40.0,40.01256509
0.003256,40.0,39.99895048
0.003257,40.0,39.98534027
0.003258,40.0,39.97173446
0.003259,40.0,39.95813305
0.00326,40.0,39.94453604
0.003261,40.0,39.93094343
0.003262,40.0,39.91735522
0.003263,40.0,39.9037714
0.003264,40.0,39.89019198
0.003265,40.0,39.87661695
0.003266,40.0,39.8630463
0.003267,40.0,39.84948005
0.003268,40.0,39.83591819
0.003269,40.0,39.82236071
0.00327,40.0,39.80880762
0.003271,40.0,39.79525891
0.003272,40.0,39.78171458
0.003273,40.0,39.76817464
0.003274,40.0,39.75463907
0.003275,40.0,39.74110788
0.003276,40.0,39.72758107
0.003277,40.0,39.71405863
0.003278,40.0,39.70054057
0.003279,40.0,39.68702688
0.00328,40.0,39.67351756
0.003281,40.0,39.66001261
0.003282,40.0,39.64651202
0.003283,40.0,39.63301581
0.003284,40.0,39.61952396
0.003285,40.0,39.60603647
0.003286,40.0,39.59255334
0.003287,40.0,39.57907458
0.003288,40.0,39.56560017
0.003289,40.0,39.55213012
0.00329,40.0,39.53866443
0.003291,40.0,39.5252031
0.003292,40.0,39.51174611
0.003293,40.0,39.49829348
0.003294,40.0,39.4848452
0.003295,40.0,39.47140127
0.003296,40.0,39.45796169
0.003297,40.0,39.44452646
0.003298,40.0,39.43109557
0.003299,40.0,39.41766902
0.0033,40.0,39.40424682
0.003301,40.0,39.39082895
0.003302,40.0,39.37741543
0.003303,40.0,39.36400624
0.003304,40.0,39.3506014
0.003305,40.0,39.33720088
0.003306,40.0,39.3238047
0.003307,40.0,39.31041285
0.003308,40.0,39.29702534
0.003309,40.0,39.28364215
0.00331,40.0,39.27026329
0.003311,40.0,39.25688876
0.003312,40.0,39.24351855
0.003313,40.0,39.23015267
0.003314,40.0,39.21679111
0.003315,40.0,39.20343387
0.003316,40.0,39.19008095
0.003317,40.0,39.19987198
0.003318,40.0,39.20966131
0.003319,40.0,39.24020019
0.00332,40.0,39.27072871
0.003321,40.0,39.30124687
0.003322,40.0,39.33175468
0.003323,40.0,39.36225214
0.003324,40.0,39.3695937
0.003325,40.0,39.37693093
0.003326,40.0,39.40741107
0.003327,40.0,39.41713665
0.003328,40.0,39.42686055
0.003329,40.0,39.45732525
0.00333,40.0,39.48777962
0.003331,40.0,39.51822364
0.003332,40.0,39.54865734
0.003333,40.0,39.57908071
0.003334,40.0,39.60949376
0.003335,40.0,39.63989648
0.003336,40.0,39.67028889
0.003337,40.0,39.70067098
0.003338,40.0,39.73104276
0.003339,40.0,39.76140424
0.00334,40.0,39.7917554
0.003341,40.0,39.79893628
0.003342,40.0,39.80611287
0.003343,40.0,39.81571674
0.003344,40.0,39.825319
0.003345,40.0,39.83491963
0.003346,40.0,39.8652461
0.003347,40.0,39.89556227
0.003348,40.0,39.92586816
0.003349,40.0,39.95616375
0.00335,40.0,39.96328139
0.003351,40.0,39.97039476
0.003352,40.0,40.00067323
0.003353,40.0,40.01022017
0.003354,40.0,39.97587406
0.003355,40.0,39.9622605
0.003356,40.0,39.94865135
0.003357,40.0,39.9350466
0.003358,40.0,39.92144625
0.003359,40.0,39.90785029
0.00336,40.0,39.89425873
0.003361,40.0,39.88067157
0.003362,40.0,39.86708879
0.003363,40.0,39.85351041
0.003364,40.0,39.83993643
0.003365,40.0,39.82636683
0.003366,40.0,39.81280161
0.003367,40.0,39.79924079
0.003368,40.0,39.78568435
0.003369,40.0,39.77213229
0.00337,40.0,39.75858461
0.003371,40.0,39.74504132
0.003372,40.0,39.7315024
0.003373,40.0,39.71796786
0.003374,40.0,39.7044377
0.003375,40.0,39.69091191
0.003376,40.0,39.6773905
0.003377,40.0,39.66387345
0.003378,40.0,39.65036078
0.003379,40.0,39.63685248
0.00338,40.0,39.62334854
0.003381,40.0,39.60984897
0.003382,40.0,39.59635377
0.003383,40.0,39.58286293
0.003384,40.0,39.56937645
0.003385,40.0,39.55589433
0.003386,40.0,39.54241657
0.003387,40.0,39.52894317
0.003388,40.0,39.51547412
0.003389,40.0,39.50200943
0.00339,40.0,39.48854909
0.003391,40.0,39.47509311
0.003392,40.0,39.46164147
0.003393,40.0,39.44819419
0.003394,40.0,39.43475125
0.003395,40.0,39.42131266
0.003396,40.0,39.40787841
0.003397,40.0,39.39444851
0.003398,40.0,39.38102295
0.003399,40.0,39.36760172
0.0034,40.0,39.35418484
0.003401,40.0,39.3407723
0.003402,40.0,39.32736409
0.003403,40.0,39.31396022
0.003404,40.0,39.30056068
0.003405,40.0,39.28716547
0.003406,40.0,39.2737746
0.003407,40.0,39.26038805
0.003408,40.0,39.24700583
0.003409,40.0,39.23362794
0.00341,40.0,39.22025437
0.003411,40.0,39.20688513
0.003412,40.0,39.19352021
0.003413,40.0,39.1801596
0.003414,40.0,39.16680332
0.003415,40.0,39.19734077
0.003416,40.0,39.22786784
0.003417,40.0,39.25838456
0.003418,40.0,39.28889091
0.003419,40.0,39.3193869
0.00342,40.0,39.34987253
0.003421,40.0,39.38034782
0.003422,40.0,39.41081275
0.003423,40.0,39.44126734
0.003424,40.0,39.47171159
0.003425,40.0,39.45825644
0.003426,40.0,39.44480564
0.003427,40.0,39.47524818
0.003428,40.0,39.50568038
0.003429,40.0,39.53610224
0.00343,40.0,39.56651378
0.003431,40.0,39.59691498
0.003432,40.0,39.62730586
0.003433,40.0,39.65768641
0.003434,40.0,39.68805665
0.003435,40.0,39.71841657
0.003436,40.0,39.74876618
0.003437,40.0,39.77910548
0.003438,40.0,39.80943447
0.003439,40.0,39.79586459
0.00344,40.0,39.7822991
0.003441,40.0,39.81262649
0.003442,40.0,39.84294358
0.003443,40.0,39.87325037
0.003444,40.0,39.90354686
0.003445,40.0,39.93383306
0.003446,40.0,39.96410897
0.003447,40.0,39.9943746
0.003448,40.0,40.00399455
0.003449,40.0,39.96972472
0.00345,40.0,39.93546801
0.003451,40.0,39.96574518
0.003452,40.0,39.99601207
0.003453,40.0,40.02626867
0.003454,40.0,40.01262696
0.003455,40.0,39.99898966
0.003456,40.0,39.98535677
0.003457,40.0,39.97172829
0.003458,40.0,39.95810422
0.003459,40.0,39.94448454
0.00346,40.0,39.93086927
0.003461,40.0,39.9172584
0.003462,40.0,39.90365193
0.003463,40.0,39.89004986
0.003464,40.0,39.87645218
0.003465,40.0,39.8628589
0.003466,40.0,39.84927002
0.003467,40.0,39.83568552
0.003468,40.0,39.82210542
0.003469,40.0,39.80852971
0.00347,40.0,39.79495838
0.003471,40.0,39.78139144
0.003472,40.0,39.76782889
0.003473,40.0,39.75427072
0.003474,40.0,39.74071693
0.003475,40.0,39.72716753
0.003476,40.0,39.7136225
0.003477,40.0,39.70008185
0.003478,40.0,39.68654558
0.003479,40.0,39.67301368
0.00348,40.0,39.65948616
0.003481,40.0,39.64596301
0.003482,40.0,39.63244423
0.003483,40.0,39.61892982
0.003484,40.0,39.60541978
0.003485,40.0,39.5919141
0.003486,40.0,39.57841279
0.003487,40.0,39.56491585
0.003488,40.0,39.55142326
0.003489,40.0,39.53793504
0.00349,40.0,39.52445118
0.003491,40.0,39.51097167
0.003492,40.0,39.49749652
0.003493,40.0,39.48402573
0.003494,40.0,39.47055929
0.003495,40.0,39.4570972
0.003496,40.0,39.44363947
0.003497,40.0,39.43018608
0.003498,40.0,39.41673704
0.003499,40.0,39.40329235
0.0035,40.0,39.38985201
0.003501,40.0,39.376416
0.003502,40.0,39.36298434
0.003503,40.0,39.34955703
0.003504,40.0,39.33613405
0.003505,40.0,39.32271541
0.003506,40.0,39.3093011
0.003507,40.0,39.29589114
0.003508,40.0,39.2824855
0.003509,40.0,39.2690842
0.00351,40.0,39.25568723
0.003511,40.0,39.24229459
0.003512,40.0,39.22890628
0.003513,40.0,39.21552229
0.003514,40.0,39.20214263
0.003515,40.0,39.21208003
0.003516,40.0,39.22201579
0.003517,40.0,39.23194992
0.003518,40.0,39.24188241
0.003519,40.0,39.24906619
0.00352,40.0,39.25624556
0.003521,40.0,39.28673867
0.003522,40.0,39.31722142
0.003523,40.0,39.34769382
0.003524,40.0,39.37815585
0.003525,40.0,39.40860753
0.003526,40.0,39.43904886
0.003527,40.0,39.44891814
0.003528,40.0,39.45878582
0.003529,40.0,39.48921171
0.00353,40.0,39.49630093
0.003531,40.0,39.50338577
0.003532,40.0,39.53379435
0.003533,40.0,39.56419259
0.003534,40.0,39.59458051
0.003535,40.0,39.62495809
0.003536,40.0,39.63477217
0.003537,40.0,39.64458467
0.003538,40.0,39.67494686
0.003539,40.0,39.70529873
0.00354,40.0,39.73564028
0.003541,40.0,39.76597152
0.003542,40.0,39.79629244
0.003543,40.0,39.82660305
0.003544,40.0,39.85690336
0.003545,40.0,39.86385339
0.003546,40.0,39.87079907
0.003547,40.0,39.9010822
0.003548,40.0,39.91081326
0.003549,40.0,39.92054278
0.00355,40.0,39.95081061
0.003551,40.0,39.98106814
0.003552,40.0,40.01131538
0.003553,40.0,40.04155233
0.003554,40.0,40.02789477
0.003555,40.0,40.01424163
0.003556,40.0,40.00059289
0.003557,40.0,39.98694857
0.003558,40.0,39.97330865
0.003559,40.0,39.95967315
0.00356,40.0,39.94604204
0.003561,40.0,39.93241535
0.003562,40.0,39.91879305
0.003563,40.0,39.90517516
0.003564,40.0,39.89156167
0.003565,40.0,39.87795258
0.003566,40.0,39.86434788
0.003567,40.0,39.85074758
0.003568,40.0,39.83715168
0.003569,40.0,39.82356017
0.00357,40.0,39.80997305
0.003571,40.0,39.79639032
0.003572,40.0,39.78281198
0.003573,40.0,39.76923802
0.003574,40.0,39.75566846
0.003575,40.0,39.74210327
0.003576,40.0,39.72854247
0.003577,40.0,39.71498605
0.003578,40.0,39.70143402
0.003579,40.0,39.68788636
0.00358,40.0,39.67434308
0.003581,40.0,39.66080417
0.003582,40.0,39.64726964
0.003583,40.0,39.63373948
0.003584,40.0,39.6202137
0.003585,40.0,39.60669228
0.003586,40.0,39.59317523
0.003587,40.0,39.57966255
0.003588,40.0,39.56615424
0.003589,40.0,39.55265029
0.00359,40.0,39.5391507
0.003591,40.0,39.52565548
0.003592,40.0,39.51216462
0.003593,40.0,39.49867811
0.003594,40.0,39.48519596
0.003595,40.0,39.47171817
0.003596,40.0,39.45824474
0.003597,40.0,39.44477565
0.003598,40.0,39.43131092
0.003599,40.0,39.41785054
0.0036,40.0,39.4043945
0.003601,40.0,39.39094282
0.003602,40.0,39.37749548
0.003603,40.0,39.36405249
0.003604,40.0,39.35061383
0.003605,40.0,39.33717952
0.003606,40.0,39.32374956
0.003607,40.0,39.31032393
0.003608,40.0,39.29690263
0.003609,40.0,39.28348568
0.00361,40.0,39.27007306
0.003611,40.0,39.25666477
0.003612,40.0,39.24326081
0.003613,40.0,39.22986119
0.003614,40.0,39.21646589
0.003615,40.0,39.20307492
0.003616,40.0,39.23356995
0.003617,40.0,39.26405461
0.003618,40.0,39.2945289
0.003619,40.0,39.32499283
0.00362,40.0,39.35544639
0.003621,40.0,39.38588959
0.003622,40.0,39.41632243
0.003623,40.0,39.44674492
0.003624,40.0,39.47715706
0.003625,40.0,39.50755885
0.003626,40.0,39.49406905
0.003627,40.0,39.48058361
0.003628,40.0,39.51098369
0.003629,40.0,39.54137342
0.00363,40.0,39.57175282
0.003631,40.0,39.60212187
0.003632,40.0,39.6324806
0.003633,40.0,39.66282899
0.003634,40.0,39.69316706
0.003635,40.0,39.7234948
0.003636,40.0,39.75381222
0.003637,40.0,39.78411932
0.003638,40.0,39.81441611
0.003639,40.0,39.84470259
0.00364,40.0,39.83109811
0.003641,40.0,39.81749803
0.003642,40.0,39.8477829
0.003643,40.0,39.87805747
0.003644,40.0,39.90832172
0.003645,40.0,39.93857568
0.003646,40.0,39.96881934
0.003647,40.0,39.97860694
0.003648,40.0,39.98839303
0.003649,40.0,39.9981776
0.00365,40.0,40.00796067
0.003651,40.0,40.03818405
0.003652,40.0,40.04495786
0.003653,40.0,40.03128745
0.003654,40.0,40.01762146
0.003655,40.0,40.00395988
0.003656,40.0,39.99030272
0.003657,40.0,39.97664997
0.003658,40.0,39.96300163
0.003659,40.0,39.94935769
0.00366,40.0,39.93571817
0.003661,40.0,39.92208305
0.003662,40.0,39.90845233
0.003663,40.0,39.89482602
0.003664,40.0,39.88120411
0.003665,40.0,39.8675866
0.003666,40.0,39.85397349
0.003667,40.0,39.84036477
0.003668,40.0,39.82676045
0.003669,40.0,39.81316053
0.00367,40.0,39.79956499
0.003671,40.0,39.78597385
0.003672,40.0,39.7723871
0.003673,40.0,39.75880474
0.003674,40.0,39.74522677
0.003675,40.0,39.73165318
0.003676,40.0,39.71808397
0.003677,40.0,39.70451915
0.003678,40.0,39.69095871
0.003679,40.0,39.67740265
0.00368,40.0,39.66385097
0.003681,40.0,39.65030366
0.003682,40.0,39.63676073
0.003683,40.0,39.62322218
0.003684,40.0,39.60968799
0.003685,40.0,39.59615818
0.003686,40.0,39.58263274
0.003687,40.0,39.56911167
0.003688,40.0,39.55559497
0.003689,40.0,39.54208263
0.00369,40.0,39.52857465
0.003691,40.0,39.51507104
0.003692,40.0,39.50157179
0.003693,40.0,39.4880769
0.003694,40.0,39.47458637
0.003695,40.0,39.46110019
0.003696,40.0,39.44761838
0.003697,40.0,39.43414091
0.003698,40.0,39.4206678
0.003699,40.0,39.40719904
0.0037,40.0,39.39373463
0.003701,40.0,39.38027457
0.003702,40.0,39.36681886
0.003703,40.0,39.35336749
0.003704,40.0,39.33992046
0.003705,40.0,39.32647778
0.003706,40.0,39.31303945
0.003707,40.0,39.29960545
0.003708,40.0,39.28617579
0.003709,40.0,39.27275046
0.00371,40.0,39.25932948
0.003711,40.0,39.24591283
0.003712,40.0,39.23250051
0.003713,40.0,39.21909252
0.003714,40.0,39.20568886
0.003715,40.0,39.21578888
0.003716,40.0,39.22588731
0.003717,40.0,39.23598418
0.003718,40.0,39.24607948
0.003719,40.0,39.27654708
0.00372,40.0,39.28350016
0.003721,40.0,39.29044876
0.003722,40.0,39.32089898
0.003723,40.0,39.33096899
0.003724,40.0,39.34103744
0.003725,40.0,39.37147215
0.003726,40.0,39.40189649
0.003727,40.0,39.43231047
0.003728,40.0,39.46271409
0.003729,40.0,39.49310736
0.00373,40.0,39.52349028
0.003731,40.0,39.55386284
0.003732,40.0,39.58422507
0.003733,40.0,39.61457695
0.003734,40.0,39.64491849
0.003735,40.0,39.67524969
0.003736,40.0,39.70557057
0.003737,40.0,39.71552547
0.003738,40.0,39.70195731
0.003739,40.0,39.70874714
0.00374,40.0,39.71553253
0.003741,40.0,39.74583795
0.003742,40.0,39.7557825
0.003743,40.0,39.76572554
0.003744,40.0,39.79601559
0.003745,40.0,39.82629531
0.003746,40.0,39.85656472
0.003747,40.0,39.88682382
0.003748,40.0,39.9170726
0.003749,40.0,39.94731108
0.00375,40.0,39.97753925
0.003751,40.0,40.00775713
0.003752,40.0,40.0379647
0.003753,40.0,40.02428654
0.003754,40.0,40.01061278
0.003755,40.0,39.99694345
0.003756,40.0,39.98327852
0.003757,40.0,39.96961801
0.003758,40.0,39.95596191
0.003759,40.0,39.94231022
0.00376,40.0,39.92866294
0.003761,40.0,39.91502006
0.003762,40.0,39.90138159
0.003763,40.0,39.88774753
0.003764,40.0,39.87411786
0.003765,40.0,39.8604926
0.003766,40.0,39.84687174
0.003767,40.0,39.83325527
0.003768,40.0,39.8196432
0.003769,40.0,39.80603553
0.00377,40.0,39.79243225
0.003771,40.0,39.77883336
0.003772,40.0,39.76523887
0.003773,40.0,39.75164876
0.003774,40.0,39.73806304
0.003775,40.0,39.72448171
0.003776,40.0,39.71090476
0.003777,40.0,39.6973322
0.003778,40.0,39.68376402
0.003779,40.0,39.67020022
0.00378,40.0,39.6566408
0.003781,40.0,39.64308575
0.003782,40.0,39.62953509
0.003783,40.0,39.6159888
0.003784,40.0,39.60244688
0.003785,40.0,39.58890933
0.003786,40.0,39.57537616
0.003787,40.0,39.56184736
0.003788,40.0,39.54832292
0.003789,40.0,39.53480285
0.00379,40.0,39.52128715
0.003791,40.0,39.50777581
0.003792,40.0,39.49426883
0.003793,40.0,39.48076621
0.003794,40.0,39.46726795
0.003795,40.0,39.45377405
0.003796,40.0,39.44028451
0.003797,40.0,39.42679932
0.003798,40.0,39.41331849
0.003799,40.0,39.39984201
0.0038,40.0,39.38636987
0.003801,40.0,39.37290209
0.003802,40.0,39.35943866
0.003803,40.0,39.34597957
0.003804,40.0,39.33252483
0.003805,40.0,39.31907444
0.003806,40.0,39.30562838
0.003807,40.0,39.29218667
0.003808,40.0,39.27874929
0.003809,40.0,39.26531626
0.00381,40.0,39.25188756
0.003811,40.0,39.2384632
0.003812,40.0,39.22504317
0.003813,40.0,39.21162747
0.003814,40.0,39.19821611
0.003815,40.0,39.22868143
0.003816,40.0,39.25913637
0.003817,40.0,39.28958092
0.003818,40.0,39.3200151
0.003819,40.0,39.35043891
0.00382,40.0,39.38085234
0.003821,40.0,39.41125541
0.003822,40.0,39.44164811
0.003823,40.0,39.47203045
0.003824,40.0,39.45853054
0.003825,40.0,39.44503498
0.003826,40.0,39.47541557
0.003827,40.0,39.50578581
0.003828,40.0,39.53614569
0.003829,40.0,39.56649522
0.00383,40.0,39.5968344
0.003831,40.0,39.62716323
0.003832,40.0,39.65748173
0.003833,40.0,39.68778988
0.003834,40.0,39.7180877
0.003835,40.0,39.74837519
0.003836,40.0,39.77865235
0.003837,40.0,39.76504796
0.003838,40.0,39.75144797
0.003839,40.0,39.78172348
0.00384,40.0,39.81198866
0.003841,40.0,39.84224353
0.003842,40.0,39.87248807
0.003843,40.0,39.90272229
0.003844,40.0,39.93294621
0.003845,40.0,39.96315981
0.003846,40.0,39.97312029
0.003847,40.0,39.93920861
0.003848,40.0,39.94918084
0.003849,40.0,39.97939127
0.00385,40.0,40.0095914
0.003851,40.0,40.03978122
0.003852,40.0,40.04972425
0.003853,40.0,40.01579545
0.003854,40.0,40.00211432
0.003855,40.0,39.9884376
0.003856,40.0,39.97476529
0.003857,40.0,39.9610974
0.003858,40.0,39.94743392
0.003859,40.0,39.93377485
0.00386,40.0,39.92012018
0.003861,40.0,39.90646993
0.003862,40.0,39.89282408
0.003863,40.0,39.87918264
0.003864,40.0,39.8655456
0.003865,40.0,39.85191296
0.003866,40.0,39.83828472
0.003867,40.0,39.82466088
0.003868,40.0,39.81104144
0.003869,40.0,39.79742639
0.00387,40.0,39.78381574
0.003871,40.0,39.77020948
0.003872,40.0,39.75660761
0.003873,40.0,39.74301013
0.003874,40.0,39.72941704
0.003875,40.0,39.71582834
0.003876,40.0,39.70224403
0.003877,40.0,39.68866409
0.003878,40.0,39.67508855
0.003879,40.0,39.66151738
0.00388,40.0,39.64795059
0.003881,40.0,39.63438818
0.003882,40.0,39.62083015
0.003883,40.0,39.6072765
0.003884,40.0,39.59372722
0.003885,40.0,39.58018231
0.003886,40.0,39.56664178
0.003887,40.0,39.55310561
0.003888,40.0,39.53957382
0.003889,40.0,39.52604639
0.00389,40.0,39.51252332
0.003891,40.0,39.49900462
0.003892,40.0,39.48549029
0.003893,40.0,39.47198031
0.003894,40.0,39.4584747
0.003895,40.0,39.44497344
0.003896,40.0,39.43147655
0.003897,40.0,39.41798401
0.003898,40.0,39.40449582
0.003899,40.0,39.39101198
0.0039,40.0,39.3775325
0.003901,40.0,39.36405737
0.003902,40.0,39.35058659
0.003903,40.0,39.33712015
0.003904,40.0,39.32365806
0.003905,40.0,39.31020031
0.003906,40.0,39.29674691
0.003907,40.0,39.28329785
0.003908,40.0,39.26985313
0.003909,40.0,39.25641275
0.00391,40.0,39.24297671
0.003911,40.0,39.229545
0.003912,40.0,39.21611763
0.003913,40.0,39.20269459
0.003914,40.0,39.18927588
0.003915,40.0,39.19955915
0.003916,40.0,39.20984091
0.003917,40.0,39.22012114
0.003918,40.0,39.25056595
0.003919,40.0,39.25729864
0.00392,40.0,39.26402679
0.003921,40.0,39.29445418
0.003922,40.0,39.3047094
0.003923,40.0,39.31496312
0.003924,40.0,39.34537495
0.003925,40.0,39.37577641
0.003926,40.0,39.40616749
0.003927,40.0,39.43654819
0.003928,40.0,39.46691853
0.003929,40.0,39.4972785
0.00393,40.0,39.5276281
0.003931,40.0,39.55796735
0.003932,40.0,39.58829624
0.003933,40.0,39.61861478
0.003934,40.0,39.64892296
0.003935,40.0,39.65550268
0.003936,40.0,39.6620779
0.003937,40.0,39.67222324
0.003938,40.0,39.68236711
0.003939,40.0,39.69250951
0.00394,40.0,39.72279276
0.003941,40.0,39.75306567
0.003942,40.0,39.78332825
0.003943,40.0,39.81358049
0.003944,40.0,39.8438224
0.003945,40.0,39.87405398
0.003946,40.0,39.88054581
0.003947,40.0,39.88703317
0.003948,40.0,39.91724753
0.003949,40.0,39.92731906
0.00395,40.0,39.93738914
0.003951,40.0,39.96758814
0.003952,40.0,39.99777683
0.003953,40.0,40.02795521
0.003954,40.0,40.01425853
0.003955,40.0,40.00056626
0.003956,40.0,39.98687842
0.003957,40.0,39.97319499
0.003958,40.0,39.95951598
0.003959,40.0,39.94584138
0.00396,40.0,39.93217119
0.003961,40.0,39.91850542
0.003962,40.0,39.90484405
0.003963,40.0,39.89118709
0.003964,40.0,39.87753454
0.003965,40.0,39.86388639
0.003966,40.0,39.85024265
0.003967,40.0,39.83660331
0.003968,40.0,39.82296837
0.003969,40.0,39.80933782
0.00397,40.0,39.79571168
0.003971,40.0,39.78208993
0.003972,40.0,39.76847258
0.003973,40.0,39.75485962
0.003974,40.0,39.74125105
0.003975,40.0,39.72764687
0.003976,40.0,39.71404709
0.003977,40.0,39.70045169
0.003978,40.0,39.68686067
0.003979,40.0,39.67327404
0.00398,40.0,39.6596918
0.003981,40.0,39.64611393
0.003982,40.0,39.63254045
0.003983,40.0,39.61897135
0.003984,40.0,39.60540662
0.003985,40.0,39.59184627
0.003986,40.0,39.5782903
0.003987,40.0,39.5647387
0.003988,40.0,39.55119147
0.003989,40.0,39.53764861
0.00399,40.0,39.52411012
0.003991,40.0,39.510576
0.003992,40.0,39.49704624
0.003993,40.0,39.48352085
0.003994,40.0,39.46999983
0.003995,40.0,39.45648316
0.003996,40.0,39.44297086
0.003997,40.0,39.42946292
0.003998,40.0,39.41595933
0.003999,40.0,39.4024601
0.004,40.0,39.38896522
0.004001,40.0,39.3754747
0.004002,40.0,39.36198853
0.004003,40.0,39.34850671
0.004004,40.0,39.33502924
0.004005,40.0,39.32155612
0.004006,40.0,39.30808735
0.004007,40.0,39.29462292
0.004008,40.0,39.28116283
0.004009,40.0,39.26770708
0.00401,40.0,39.25425568
0.004011,40.0,39.24080862
0.004012,40.0,39.22736589
0.004013,40.0,39.2139275
0.004014,40.0,39.20049345
0.004015,40.0,39.23092483
0.004016,40.0,39.26134581
0.004017,40.0,39.2917564
0.004018,40.0,39.3221566
0.004019,40.0,39.35254642
0.00402,40.0,39.38292585
0.004021,40.0,39.4132949
0.004022,40.0,39.44365357
0.004023,40.0,39.47400187
0.004024,40.0,39.46047925
