时间,指令,实际
0.00744,3,0.097671108
0.007441,3,0.097699559
0.007442,3,0.097728015
0.007443,3,0.097756475
0.007444,3,0.09778494
0.007445,3,0.097813408
0.007446,3,0.097841881
0.007447,3,0.097870357
0.007448,3,0.097898838
0.007449,3,0.097927324
0.00745,3,0.097955813
0.007451,3,0.097984307
0.007452,3,0.098012804
0.007453,3,0.098041306
0.007454,3,0.098069812
0.007455,3,0.098098323
0.007456,3,0.098126837
0.007457,3,0.098155356
0.007458,3,0.098183879
0.007459,3,0.098212406
0.00746,3,0.098240937
0.007461,3,0.098269473
0.007462,3,0.098298013
0.007463,3,0.098326557
0.007464,3,0.098355105
0.007465,3,0.098383657
0.007466,3,0.098412213
0.007467,3,0.098440774
0.007468,3,0.098469338
0.007469,3,0.098497907
0.00747,3,0.098526481
0.007471,3,0.098555058
0.007472,3,0.098583639
0.007473,3,0.098612225
0.007474,3,0.098640815
0.007475,3,0.098669409
0.007476,3,0.098698007
0.007477,3,0.098726609
0.007478,3,0.098755215
0.007479,3,0.098783826
0.00748,3,0.098812441
0.007481,3,0.09884106
0.007482,3,0.098869683
0.007483,3,0.09889831
0.007484,3,0.098926941
0.007485,3,0.098955577
0.007486,3,0.098984216
0.007487,3,0.09901286
0.007488,3,0.099041508
0.007489,3,0.09907016
0.00749,3,0.099098816
0.007491,3,0.099127477
0.007492,3,0.099156141
0.007493,3,0.09918481
0.007494,3,0.099213483
0.007495,3,0.09924216
0.007496,3,0.099270841
0.007497,3,0.099299526
0.007498,3,0.099328215
0.007499,3,0.099356909
0.0075,3,0.099385606
0.007501,3,0.099414308
0.007502,3,0.099443014
0.007503,3,0.099471724
0.007504,3,0.099500438
0.007505,3,0.099529156
0.007506,3,0.099557879
0.007507,3,0.099586605
0.007508,3,0.099615336
0.007509,3,0.09964407
0.00751,3,0.099672809
0.007511,3,0.099701552
0.007512,3,0.099730299
0.007513,3,0.09975905
0.007514,3,0.099787805
0.007515,3,0.099816565
0.007516,3,0.099845328
0.007517,3,0.099874096
0.007518,3,0.099902868
0.007519,3,0.099931643
0.00752,3,0.099960423
0.007521,3,0.099989207
0.007522,3,0.100017996
0.007523,3,0.100046788
0.007524,3,0.100075584
0.007525,3,0.100104385
0.007526,3,0.10013319
0.007527,3,0.100161998
0.007528,3,0.100190811
0.007529,3,0.100219629
0.00753,3,0.10024845
0.007531,3,0.100277275
0.007532,3,0.100306105
0.007533,3,0.100334939
0.007534,3,0.100363777
0.007535,3,0.100392619
0.007536,3,0.100421465
0.007537,3,0.100450315
0.007538,3,0.10047917
0.007539,3,0.100508028
0.00754,3,0.100536891
0.007541,3,0.100565758
0.007542,3,0.100594629
0.007543,3,0.100623505
0.007544,3,0.100652384
0.007545,3,0.100681268
0.007546,3,0.100710156
0.007547,3,0.100739048
0.007548,3,0.100767944
0.007549,3,0.100796845
0.00755,3,0.100825749
0.007551,3,0.100854658
0.007552,3,0.100883571
0.007553,3,0.100912489
0.007554,3,0.10094141
0.007555,3,0.100970336
0.007556,3,0.100999265
0.007557,3,0.101028199
0.007558,3,0.101057138
0.007559,3,0.10108608
0.00756,3,0.101115027
0.007561,3,0.101143977
0.007562,3,0.101172932
0.007563,3,0.101201892
0.007564,3,0.101230855
0.007565,3,0.101259822
0.007566,3,0.101288794
0.007567,3,0.10131777
0.007568,3,0.10134675
0.007569,3,0.101375734
0.00757,3,0.101404723
0.007571,3,0.101433715
0.007572,3,0.101462712
0.007573,3,0.101491713
0.007574,3,0.101520718
0.007575,3,0.101549727
0.007576,3,0.101578741
0.007577,3,0.101607758
0.007578,3,0.10163678
0.007579,3,0.101665806
0.00758,3,0.101694836
0.007581,3,0.10172387
0.007582,3,0.101752908
0.007583,3,0.101781951
0.007584,3,0.101810998
0.007585,3,0.101840048
0.007586,3,0.101869103
0.007587,3,0.101898163
0.007588,3,0.101927226
0.007589,3,0.101956293
0.00759,3,0.101985365
0.007591,3,0.102014441
0.007592,3,0.10204352
0.007593,3,0.102072604
0.007594,3,0.102101693
0.007595,3,0.102130785
0.007596,3,0.102159881
0.007597,3,0.102188982
0.007598,3,0.102218086
0.007599,3,0.102247195
0.0076,3,0.102276308
0.007601,3,0.102305425
0.007602,3,0.102334546
0.007603,3,0.102363672
0.007604,3,0.102392801
0.007605,3,0.102421935
0.007606,3,0.102451072
0.007607,3,0.102480214
0.007608,3,0.10250936
0.007609,3,0.10253851
0.00761,3,0.102567664
0.007611,3,0.102596823
0.007612,3,0.102625985
0.007613,3,0.102655152
0.007614,3,0.102684322
0.007615,3,0.102713497
0.007616,3,0.102742676
0.007617,3,0.102771859
0.007618,3,0.102801046
0.007619,3,0.102830237
0.00762,3,0.102859432
0.007621,3,0.102888632
0.007622,3,0.102917836
0.007623,3,0.102947043
0.007624,3,0.102976255
0.007625,3,0.103005471
0.007626,3,0.103034692
0.007627,3,0.103063916
0.007628,3,0.103093145
0.007629,3,0.103122377
0.00763,3,0.103151614
0.007631,3,0.103180855
0.007632,3,0.1032101
0.007633,3,0.10323935
0.007634,3,0.103268603
0.007635,3,0.103297861
0.007636,3,0.103327123
0.007637,3,0.103356389
0.007638,3,0.103385659
0.007639,3,0.103414933
0.00764,3,0.103444212
0.007641,3,0.103473494
0.007642,3,0.103502781
0.007643,3,0.103532072
0.007644,3,0.103561368
0.007645,3,0.103590667
0.007646,3,0.103619971
0.007647,3,0.103649278
0.007648,3,0.10367859
0.007649,3,0.103707906
0.00765,3,0.103737227
0.007651,3,0.103766551
0.007652,3,0.10379588
0.007653,3,0.103825213
0.007654,3,0.10385455
0.007655,3,0.103883892
0.007656,3,0.103913237
0.007657,3,0.103942587
0.007658,3,0.103971941
0.007659,3,0.104001299
0.00766,3,0.104030661
0.007661,3,0.104060028
0.007662,3,0.104089398
0.007663,3,0.104118773
0.007664,3,0.104148152
0.007665,3,0.104177535
0.007666,3,0.104206923
0.007667,3,0.104236314
0.007668,3,0.10426571
0.007669,3,0.10429511
0.00767,3,0.104324514
0.007671,3,0.104353923
0.007672,3,0.104383335
0.007673,3,0.104412752
0.007674,3,0.104442173
0.007675,3,0.104471598
0.007676,3,0.104501027
0.007677,3,0.10453046
0.007678,3,0.104559897
0.007679,3,0.104589339
0.00768,3,0.104618785
0.007681,3,0.104648235
0.007682,3,0.104677689
0.007683,3,0.104707147
0.007684,3,0.10473661
0.007685,3,0.104766076
0.007686,3,0.104795547
0.007687,3,0.104825022
0.007688,3,0.104854501
0.007689,3,0.104883984
0.00769,3,0.104913471
0.007691,3,0.104942963
0.007692,3,0.104972459
0.007693,3,0.105001958
0.007694,3,0.105031462
0.007695,3,0.10506097
0.007696,3,0.105090482
0.007697,3,0.105119999
0.007698,3,0.105149519
0.007699,3,0.105179044
0.0077,3,0.105208573
0.007701,3,0.105238105
0.007702,3,0.105267642
0.007703,3,0.105297183
0.007704,3,0.105326729
0.007705,3,0.105356278
0.007706,3,0.105385831
0.007707,3,0.105415389
0.007708,3,0.105444951
0.007709,3,0.105474517
0.00771,3,0.105504087
0.007711,3,0.105533661
0.007712,3,0.105563239
0.007713,3,0.105592821
0.007714,3,0.105622408
0.007715,3,0.105651998
0.007716,3,0.105681593
0.007717,3,0.105711191
0.007718,3,0.105740794
0.007719,3,0.105770401
0.00772,3,0.105800013
0.007721,3,0.105829628
0.007722,3,0.105859247
0.007723,3,0.105888871
0.007724,3,0.105918498
0.007725,3,0.10594813
0.007726,3,0.105977766
0.007727,3,0.106007406
0.007728,3,0.10603705
0.007729,3,0.106066699
0.00773,3,0.106096351
0.007731,3,0.106126008
0.007732,3,0.106155668
0.007733,3,0.106185333
0.007734,3,0.106215002
0.007735,3,0.106244675
0.007736,3,0.106274353
0.007737,3,0.106304034
0.007738,3,0.10633372
0.007739,3,0.10636341
0.00774,3,0.106393104
0.007741,3,0.106422802
0.007742,3,0.106452504
0.007743,3,0.106482211
0.007744,3,0.106511922
0.007745,3,0.106541637
0.007746,3,0.106571356
0.007747,3,0.106601079
0.007748,3,0.106630806
0.007749,3,0.106660538
0.00775,3,0.106690274
0.007751,3,0.106720014
0.007752,3,0.106749758
0.007753,3,0.106779506
0.007754,3,0.106809259
0.007755,3,0.106839016
0.007756,3,0.106868777
0.007757,3,0.106898542
0.007758,3,0.106928311
0.007759,3,0.106958085
0.00776,3,0.106987862
0.007761,3,0.107017644
0.007762,3,0.10704743
0.007763,3,0.107077221
0.007764,3,0.107107015
0.007765,3,0.107136814
0.007766,3,0.107166617
0.007767,3,0.107196424
0.007768,3,0.107226235
0.007769,3,0.107256051
0.00777,3,0.10728587
0.007771,3,0.107315694
0.007772,3,0.107345522
0.007773,3,0.107375354
0.007774,3,0.10740519
0.007775,3,0.107435031
0.007776,3,0.107464875
0.007777,3,0.107494724
0.007778,3,0.107524577
0.007779,3,0.107554434
0.00778,3,0.107584296
0.007781,3,0.107614161
0.007782,3,0.107644031
0.007783,3,0.107673904
0.007784,3,0.107703782
0.007785,3,0.107733664
0.007786,3,0.107763551
0.007787,3,0.107793441
0.007788,3,0.107823336
0.007789,3,0.107853234
0.00779,3,0.107883137
0.007791,3,0.107913044
0.007792,3,0.107942955
0.007793,3,0.10797287
0.007794,3,0.10800279
0.007795,3,0.108032713
0.007796,3,0.108062641
0.007797,3,0.108092573
0.007798,3,0.108122509
0.007799,3,0.108152449
0.0078,3,0.108182393
0.007801,3,0.108212342
0.007802,3,0.108242294
0.007803,3,0.108272251
0.007804,3,0.108302211
0.007805,3,0.108332176
0.007806,3,0.108362145
0.007807,3,0.108392118
0.007808,3,0.108422096
0.007809,3,0.108452077
0.00781,3,0.108482063
0.007811,3,0.108512052
0.007812,3,0.108542046
0.007813,3,0.108572044
0.007814,3,0.108602046
0.007815,3,0.108632052
0.007816,3,0.108662062
0.007817,3,0.108692076
0.007818,3,0.108722095
0.007819,3,0.108752117
0.00782,3,0.108782144
0.007821,3,0.108812175
0.007822,3,0.10884221
0.007823,3,0.108872249
0.007824,3,0.108902292
0.007825,3,0.10893234
0.007826,3,0.108962391
0.007827,3,0.108992447
0.007828,3,0.109022507
0.007829,3,0.109052571
0.00783,3,0.109082639
0.007831,3,0.109112712
0.007832,3,0.109142788
0.007833,3,0.109172869
0.007834,3,0.109202954
0.007835,3,0.109233043
0.007836,3,0.109263136
0.007837,3,0.109293233
0.007838,3,0.109323335
0.007839,3,0.109353441
0.00784,3,0.10938355
0.007841,3,0.109413665
0.007842,3,0.109443783
0.007843,3,0.109473905
0.007844,3,0.109504032
0.007845,3,0.109534163
0.007846,3,0.109564298
0.007847,3,0.109594437
0.007848,3,0.10962458
0.007849,3,0.109654728
0.00785,3,0.109684879
0.007851,3,0.109715035
0.007852,3,0.109745195
0.007853,3,0.10977536
0.007854,3,0.109805528
0.007855,3,0.109835701
0.007856,3,0.109865878
0.007857,3,0.109896059
0.007858,3,0.109926244
0.007859,3,0.109956434
0.00786,3,0.109986627
0.007861,3,0.110016825
0.007862,3,0.110047027
0.007863,3,0.110077233
0.007864,3,0.110107444
0.007865,3,0.110137659
0.007866,3,0.110167877
0.007867,3,0.1101981
0.007868,3,0.110228327
0.007869,3,0.110258559
0.00787,3,0.110288794
0.007871,3,0.110319034
0.007872,3,0.110349278
0.007873,3,0.110379526
0.007874,3,0.110409778
0.007875,3,0.110440034
0.007876,3,0.110470295
0.007877,3,0.11050056
0.007878,3,0.110530828
0.007879,3,0.110561101
0.00788,3,0.110591379
0.007881,3,0.11062166
0.007882,3,0.110651946
0.007883,3,0.110682235
0.007884,3,0.110712529
0.007885,3,0.110742827
0.007886,3,0.110773129
0.007887,3,0.110803435
0.007888,3,0.110833746
0.007889,3,0.11086406
0.00789,3,0.110894379
0.007891,3,0.110924702
0.007892,3,0.110955029
0.007893,3,0.11098536
0.007894,3,0.111015695
0.007895,3,0.111046035
0.007896,3,0.111076378
0.007897,3,0.111106726
0.007898,3,0.111137078
0.007899,3,0.111167434
0.0079,3,0.111197794
0.007901,3,0.111228158
0.007902,3,0.111258527
0.007903,3,0.111288899
0.007904,3,0.111319276
0.007905,3,0.111349656
0.007906,3,0.111380041
0.007907,3,0.11141043
0.007908,3,0.111440823
0.007909,3,0.111471221
0.00791,3,0.111501622
0.007911,3,0.111532027
0.007912,3,0.111562437
0.007913,3,0.111592851
0.007914,3,0.111623268
0.007915,3,0.11165369
0.007916,3,0.111684116
0.007917,3,0.111714547
0.007918,3,0.111744981
0.007919,3,0.111775419
0.00792,3,0.111805862
0.007921,3,0.111836308
0.007922,3,0.111866759
0.007923,3,0.111897214
0.007924,3,0.111927673
0.007925,3,0.111958136
0.007926,3,0.111988604
0.007927,3,0.112019075
0.007928,3,0.112049551
0.007929,3,0.11208003
0.00793,3,0.112110514
0.007931,3,0.112141002
0.007932,3,0.112171494
0.007933,3,0.112201991
0.007934,3,0.112232491
0.007935,3,0.112262996
0.007936,3,0.112293504
0.007937,3,0.112324017
0.007938,3,0.112354534
0.007939,3,0.112385056
0.00794,3,0.112415581
0.007941,3,0.112446111
0.007942,3,0.112476644
0.007943,3,0.112507182
0.007944,3,0.112537724
0.007945,3,0.112568271
0.007946,3,0.112598821
0.007947,3,0.112629376
0.007948,3,0.112659935
0.007949,3,0.112690498
0.00795,3,0.112721065
0.007951,3,0.112751636
0.007952,3,0.112782212
0.007953,3,0.112812791
0.007954,3,0.112843375
0.007955,3,0.112873964
0.007956,3,0.112904556
0.007957,3,0.112935152
0.007958,3,0.112965753
0.007959,3,0.112996358
0.00796,3,0.113026967
0.007961,3,0.113057581
0.007962,3,0.113088198
0.007963,3,0.11311882
0.007964,3,0.113149445
0.007965,3,0.113180076
0.007966,3,0.11321071
0.007967,3,0.113241348
0.007968,3,0.113271991
0.007969,3,0.113302637
0.00797,3,0.113333288
0.007971,3,0.113363943
0.007972,3,0.113394603
0.007973,3,0.113425266
0.007974,3,0.113455934
0.007975,3,0.113486605
0.007976,3,0.113517281
0.007977,3,0.113547961
0.007978,3,0.113578645
0.007979,3,0.113609334
0.00798,3,0.113640026
0.007981,3,0.113670723
0.007982,3,0.113701424
0.007983,3,0.113732129
0.007984,3,0.113762838
0.007985,3,0.113793551
0.007986,3,0.113824269
0.007987,3,0.11385499
0.007988,3,0.113885716
0.007989,3,0.113916446
0.00799,3,0.11394718
0.007991,3,0.113977918
0.007992,3,0.11400866
0.007993,3,0.114039407
0.007994,3,0.114070157
0.007995,3,0.114100912
0.007996,3,0.114131671
0.007997,3,0.114162434
0.007998,3,0.114193201
0.007999,3,0.114223972
0.008,3,0.114254748
0.008001,3,0.114285527
0.008002,3,0.114316311
0.008003,3,0.114347099
0.008004,3,0.11437789
0.008005,3,0.114408686
0.008006,3,0.114439487
0.008007,3,0.114470291
0.008008,3,0.114501099
0.008009,3,0.114531912
0.00801,3,0.114562728
0.008011,3,0.114593549
0.008012,3,0.114624374
0.008013,3,0.114655202
0.008014,3,0.114686035
0.008015,3,0.114716873
0.008016,3,0.114747714
0.008017,3,0.114778559
0.008018,3,0.114809409
0.008019,3,0.114840262
0.00802,3,0.11487112
0.008021,3,0.114901982
0.008022,3,0.114932848
0.008023,3,0.114963718
0.008024,3,0.114994593
0.008025,3,0.115025471
0.008026,3,0.115056354
0.008027,3,0.115087241
0.008028,3,0.115118132
0.008029,3,0.115149027
0.00803,3,0.115179926
0.008031,3,0.115210829
0.008032,3,0.115241737
0.008033,3,0.115272649
0.008034,3,0.115303565
0.008035,3,0.115334485
0.008036,3,0.115365409
0.008037,3,0.115396337
0.008038,3,0.11542727
0.008039,3,0.115458207
0.00804,3,0.115489148
0.008041,3,0.115520093
0.008042,3,0.115551042
0.008043,3,0.115581996
0.008044,3,0.115612953
0.008045,3,0.115643915
0.008046,3,0.115674881
0.008047,3,0.115705851
0.008048,3,0.115736826
0.008049,3,0.115767804
0.00805,3,0.115798787
0.008051,3,0.115829774
0.008052,3,0.115860765
0.008053,3,0.115891761
0.008054,3,0.11592276
0.008055,3,0.115953764
0.008056,3,0.115984772
0.008057,3,0.116015784
0.008058,3,0.1160468
0.008059,3,0.116077821
0.00806,3,0.116108845
0.008061,3,0.116139874
0.008062,3,0.116170907
0.008063,3,0.116201945
0.008064,3,0.116232986
0.008065,3,0.116264032
0.008066,3,0.116295081
0.008067,3,0.116326135
0.008068,3,0.116357193
0.008069,3,0.116388256
0.00807,3,0.116419322
0.008071,3,0.116450393
0.008072,3,0.116481467
0.008073,3,0.116512546
0.008074,3,0.116543629
0.008075,3,0.116574717
0.008076,3,0.116605808
0.008077,3,0.116636904
0.008078,3,0.116668003
0.008079,3,0.116699107
0.00808,3,0.116730215
0.008081,3,0.116761327
0.008082,3,0.116792444
0.008083,3,0.116823564
0.008084,3,0.116854689
0.008085,3,0.116885817
0.008086,3,0.11691695
0.008087,3,0.116948087
0.008088,3,0.116979229
0.008089,3,0.117010374
0.00809,3,0.117041523
0.008091,3,0.117072677
0.008092,3,0.117103835
0.008093,3,0.117134997
0.008094,3,0.117166163
0.008095,3,0.117197333
0.008096,3,0.117228507
0.008097,3,0.117259685
0.008098,3,0.117290868
0.008099,3,0.117322055
0.0081,3,0.117353245
0.008101,3,0.11738444
0.008102,3,0.117415639
0.008103,3,0.117446842
0.008104,3,0.11747805
0.008105,3,0.117509261
0.008106,3,0.117540477
0.008107,3,0.117571696
0.008108,3,0.11760292
0.008109,3,0.117634148
0.00811,3,0.11766538
0.008111,3,0.117696616
0.008112,3,0.117727856
0.008113,3,0.1177591
0.008114,3,0.117790348
0.008115,3,0.117821601
0.008116,3,0.117852857
0.008117,3,0.117884118
0.008118,3,0.117915383
0.008119,3,0.117946652
0.00812,3,0.117977925
0.008121,3,0.118009202
0.008122,3,0.118040484
0.008123,3,0.118071769
0.008124,3,0.118103059
0.008125,3,0.118134352
0.008126,3,0.11816565
0.008127,3,0.118196952
0.008128,3,0.118228258
0.008129,3,0.118259569
0.00813,3,0.118290883
0.008131,3,0.118322202
0.008132,3,0.118353524
0.008133,3,0.118384851
0.008134,3,0.118416182
0.008135,3,0.118447517
0.008136,3,0.118478857
0.008137,3,0.1185102
0.008138,3,0.118541548
0.008139,3,0.118572899
0.00814,3,0.118604255
0.008141,3,0.118635615
0.008142,3,0.11866698
0.008143,3,0.118698348
0.008144,3,0.118729721
0.008145,3,0.118761098
0.008146,3,0.118792479
0.008147,3,0.118823864
0.008148,3,0.118855253
0.008149,3,0.118886647
0.00815,3,0.118918044
0.008151,3,0.118949446
0.008152,3,0.118980852
0.008153,3,0.119012263
0.008154,3,0.119043677
0.008155,3,0.119075096
0.008156,3,0.119106519
0.008157,3,0.119137946
0.008158,3,0.119169377
0.008159,3,0.119200813
0.00816,3,0.119232252
0.008161,3,0.119263696
0.008162,3,0.119295144
0.008163,3,0.119326596
0.008164,3,0.119358053
0.008165,3,0.119389513
0.008166,3,0.119420978
0.008167,3,0.119452447
0.008168,3,0.11948392
0.008169,3,0.119515397
0.00817,3,0.119546879
0.008171,3,0.119578364
0.008172,3,0.119609854
0.008173,3,0.119641348
0.008174,3,0.119672846
0.008175,3,0.119704349
0.008176,3,0.119735855
0.008177,3,0.119767366
0.008178,3,0.119798881
0.008179,3,0.1198304
0.00818,3,0.119861923
0.008181,3,0.11989345
0.008182,3,0.119924981
0.008183,3,0.119956517
0.008184,3,0.119988057
0.008185,3,0.120019601
0.008186,3,0.120051149
0.008187,3,0.120082701
0.008188,3,0.120114257
0.008189,3,0.120145818
0.00819,3,0.120177382
0.008191,3,0.120208951
0.008192,3,0.120240524
0.008193,3,0.120272101
0.008194,3,0.120303682
0.008195,3,0.120335268
0.008196,3,0.120366857
0.008197,3,0.120398451
0.008198,3,0.120430049
0.008199,3,0.120461651
0.0082,3,0.120493257
0.008201,3,0.120524867
0.008202,3,0.120556481
0.008203,3,0.120588099
0.008204,3,0.120619722
0.008205,3,0.120651348
0.008206,3,0.120682979
0.008207,3,0.120714614
0.008208,3,0.120746253
0.008209,3,0.120777896
0.00821,3,0.120809543
0.008211,3,0.120841195
0.008212,3,0.12087285
0.008213,3,0.12090451
0.008214,3,0.120936174
0.008215,3,0.120967841
0.008216,3,0.120999513
0.008217,3,0.121031189
0.008218,3,0.12106287
0.008219,3,0.121094554
0.00822,3,0.121126242
0.008221,3,0.121157935
0.008222,3,0.121189632
0.008223,3,0.121221332
0.008224,3,0.121253037
0.008225,3,0.121284747
0.008226,3,0.12131646
0.008227,3,0.121348177
0.008228,3,0.121379899
0.008229,3,0.121411625
0.00823,3,0.121443355
0.008231,3,0.121475089
0.008232,3,0.121506827
0.008233,3,0.121538569
0.008234,3,0.121570316
0.008235,3,0.121602067
0.008236,3,0.121633822
0.008237,3,0.121665581
0.008238,3,0.121697344
0.008239,3,0.121729111
0.00824,3,0.121760883
0.008241,3,0.121792659
0.008242,3,0.121824439
0.008243,3,0.121856223
0.008244,3,0.121888011
0.008245,3,0.121919804
0.008246,3,0.1219516
0.008247,3,0.121983401
0.008248,3,0.122015206
0.008249,3,0.122047015
0.00825,3,0.122078829
0.008251,3,0.122110646
0.008252,3,0.122142468
0.008253,3,0.122174294
0.008254,3,0.122206125
0.008255,3,0.122237959
0.008256,3,0.122269798
0.008257,3,0.12230164
0.008258,3,0.122333487
0.008259,3,0.122365339
0.00826,3,0.122397194
0.008261,3,0.122429053
0.008262,3,0.122460917
0.008263,3,0.122492785
0.008264,3,0.122524657
0.008265,3,0.122556534
0.008266,3,0.122588414
0.008267,3,0.122620299
0.008268,3,0.122652187
0.008269,3,0.12268408
0.00827,3,0.122715978
0.008271,3,0.122747879
0.008272,3,0.122779784
0.008273,3,0.122811694
0.008274,3,0.122843608
0.008275,3,0.122875526
0.008276,3,0.122907448
0.008277,3,0.122939375
0.008278,3,0.122971305
0.008279,3,0.12300324
0.00828,3,0.123035179
0.008281,3,0.123067121
0.008282,3,0.123099069
0.008283,3,0.12313102
0.008284,3,0.123162975
0.008285,3,0.123194935
0.008286,3,0.123226899
0.008287,3,0.123258867
0.008288,3,0.123290839
0.008289,3,0.123322815
0.00829,3,0.123354795
0.008291,3,0.12338678
0.008292,3,0.123418768
0.008293,3,0.123450761
0.008294,3,0.123482758
0.008295,3,0.123514759
0.008296,3,0.123546764
0.008297,3,0.123578773
0.008298,3,0.123610787
0.008299,3,0.123642804
0.0083,3,0.123674826
0.008301,3,0.123706852
0.008302,3,0.123738882
0.008303,3,0.123770916
0.008304,3,0.123802954
0.008305,3,0.123834996
0.008306,3,0.123867043
0.008307,3,0.123899093
0.008308,3,0.123931148
0.008309,3,0.123963207
0.00831,3,0.12399527
0.008311,3,0.124027337
0.008312,3,0.124059408
0.008313,3,0.124091483
0.008314,3,0.124123562
0.008315,3,0.124155646
0.008316,3,0.124187733
0.008317,3,0.124219825
0.008318,3,0.124251921
0.008319,3,0.124284021
0.00832,3,0.124316125
0.008321,3,0.124348233
0.008322,3,0.124380346
0.008323,3,0.124412462
0.008324,3,0.124444583
0.008325,3,0.124476707
0.008326,3,0.124508836
0.008327,3,0.124540969
0.008328,3,0.124573106
0.008329,3,0.124605248
0.00833,3,0.124637393
0.008331,3,0.124669543
0.008332,3,0.124701696
0.008333,3,0.124733854
0.008334,3,0.124766016
0.008335,3,0.124798182
0.008336,3,0.124830353
0.008337,3,0.124862527
0.008338,3,0.124894706
0.008339,3,0.124926889
0.00834,3,0.124959076
0.008341,3,0.124991267
0.008342,3,0.125023462
0.008343,3,0.125055662
0.008344,3,0.125087865
0.008345,3,0.125120073
0.008346,3,0.125152285
0.008347,3,0.125184501
0.008348,3,0.125216722
0.008349,3,0.125248946
0.00835,3,0.125281175
0.008351,3,0.125313408
0.008352,3,0.125345645
0.008353,3,0.125377887
0.008354,3,0.125410132
0.008355,3,0.125442382
0.008356,3,0.125474636
0.008357,3,0.125506894
0.008358,3,0.125539156
0.008359,3,0.125571423
0.00836,3,0.125603694
0.008361,3,0.125635968
0.008362,3,0.125668247
0.008363,3,0.125700531
0.008364,3,0.125732818
0.008365,3,0.12576511
0.008366,3,0.125797406
0.008367,3,0.125829705
0.008368,3,0.12586201
0.008369,3,0.125894318
0.00837,3,0.12592663
0.008371,3,0.125958947
0.008372,3,0.125991268
0.008373,3,0.126023593
0.008374,3,0.126055922
0.008375,3,0.126088255
0.008376,3,0.126120593
0.008377,3,0.126152934
0.008378,3,0.12618528
0.008379,3,0.12621763
0.00838,3,0.126249984
0.008381,3,0.126282342
0.008382,3,0.126314705
0.008383,3,0.126347071
0.008384,3,0.126379442
0.008385,3,0.126411817
0.008386,3,0.126444196
0.008387,3,0.126476579
0.008388,3,0.126508966
0.008389,3,0.126541358
0.00839,3,0.126573753
0.008391,3,0.126606153
0.008392,3,0.126638557
0.008393,3,0.126670965
0.008394,3,0.126703377
0.008395,3,0.126735794
0.008396,3,0.126768214
0.008397,3,0.126800638
0.008398,3,0.126833067
0.008399,3,0.1268655
0.0084,3,0.126897937
0.008401,3,0.126930378
0.008402,3,0.126962823
0.008403,3,0.126995272
0.008404,3,0.127027726
0.008405,3,0.127060183
0.008406,3,0.127092645
0.008407,3,0.127125111
0.008408,3,0.127157581
0.008409,3,0.127190055
0.00841,3,0.127222533
0.008411,3,0.127255015
0.008412,3,0.127287501
0.008413,3,0.127319992
0.008414,3,0.127352486
0.008415,3,0.127384985
0.008416,3,0.127417488
0.008417,3,0.127449995
0.008418,3,0.127482506
0.008419,3,0.127515021
0.00842,3,0.12754754
0.008421,3,0.127580064
0.008422,3,0.127612591
0.008423,3,0.127645123
0.008424,3,0.127677659
0.008425,3,0.127710199
0.008426,3,0.127742743
0.008427,3,0.127775292
0.008428,3,0.127807844
0.008429,3,0.127840401
0.00843,3,0.127872962
0.008431,3,0.127905527
0.008432,3,0.127938096
0.008433,3,0.127970669
0.008434,3,0.128003246
0.008435,3,0.128035828
0.008436,3,0.128068414
0.008437,3,0.128101004
0.008438,3,0.128133598
0.008439,3,0.128166196
0.00844,3,0.128198799
0.008441,3,0.128231405
0.008442,3,0.128264016
0.008443,3,0.128296631
0.008444,3,0.12832925
0.008445,3,0.128361874
0.008446,3,0.128394501
0.008447,3,0.128427133
0.008448,3,0.128459769
0.008449,3,0.128492409
0.00845,3,0.128525053
0.008451,3,0.128557702
0.008452,3,0.128590355
0.008453,3,0.128623011
0.008454,3,0.128655673
0.008455,3,0.128688338
0.008456,3,0.128721007
0.008457,3,0.128753681
0.008458,3,0.128786359
0.008459,3,0.128819041
0.00846,3,0.128851727
0.008461,3,0.128884418
0.008462,3,0.128917112
0.008463,3,0.128949811
0.008464,3,0.128982514
0.008465,3,0.129015221
0.008466,3,0.129047933
0.008467,3,0.129080648
0.008468,3,0.129113368
0.008469,3,0.129146092
0.00847,3,0.12917882
0.008471,3,0.129211552
0.008472,3,0.129244289
0.008473,3,0.129277029
0.008474,3,0.129309774
0.008475,3,0.129342523
0.008476,3,0.129375276
0.008477,3,0.129408033
0.008478,3,0.129440794
0.008479,3,0.12947356
0.00848,3,0.12950633
0.008481,3,0.129539104
0.008482,3,0.129571882
0.008483,3,0.129604664
0.008484,3,0.12963745
0.008485,3,0.129670241
0.008486,3,0.129703035
0.008487,3,0.129735834
0.008488,3,0.129768637
0.008489,3,0.129801444
0.00849,3,0.129834255
0.008491,3,0.129867071
0.008492,3,0.12989989
0.008493,3,0.129932714
0.008494,3,0.129965542
0.008495,3,0.129998374
0.008496,3,0.13003121
0.008497,3,0.13006405
0.008498,3,0.130096894
0.008499,3,0.130129743
0.0085,3,0.130162595
0.008501,3,0.130195452
0.008502,3,0.130228313
0.008503,3,0.130261178
0.008504,3,0.130294047
0.008505,3,0.13032692
0.008506,3,0.130359797
0.008507,3,0.130392679
0.008508,3,0.130425564
0.008509,3,0.130458454
0.00851,3,0.130491348
0.008511,3,0.130524246
0.008512,3,0.130557148
0.008513,3,0.130590054
0.008514,3,0.130622964
0.008515,3,0.130655879
